example,x,t,pred,target,diff
0,0.0,0.0,-0.027632734,-0.02099595,0.0066367835
0,0.0,0.016666666666666666,-0.021613916,-0.020415481,0.0011984352
0,0.0,0.03333333333333333,-0.038429912,-0.020305416,0.018124497
0,0.0,0.05,-0.016534071,-0.020599877,0.004065806
0,0.0,0.06666666666666667,-0.021392092,-0.02119775,0.0001943428
0,0.0,0.08333333333333333,-0.024748985,-0.021939011,0.0028099734
0,0.0,0.1,-0.042710047,-0.022733718,0.019976329
0,0.0,0.11666666666666667,-0.009712569,-0.023433534,0.013720965
0,0.0,0.13333333333333333,-0.029598074,-0.023894992,0.0057030823
0,0.0,0.15,-0.03257858,-0.024049954,0.008528626
0,0.0,0.16666666666666666,-0.03742113,-0.023885012,0.013536118
0,0.0,0.18333333333333332,-0.033500083,-0.023362096,0.010137986
0,0.0,0.2,-0.056267325,-0.022624856,0.03364247
0,0.0,0.21666666666666667,-0.06881912,-0.021635672,0.047183447
0,0.0,0.23333333333333334,-0.030459827,-0.020599388,0.009860439
0,0.0,0.25,-0.039291948,-0.019553902,0.019738046
0,0.0,0.26666666666666666,-0.02674969,-0.018540537,0.008209152
0,0.0,0.2833333333333333,-0.060431555,-0.017592652,0.0428389
0,0.0,0.3,-0.033883847,-0.01660078,0.017283067
0,0.0,0.31666666666666665,-0.046144765,-0.015518643,0.030626122
0,0.0,0.3333333333333333,-0.03841166,-0.0142142065,0.024197452
0,0.0,0.35,-0.03998659,-0.012613919,0.027372673
0,0.0,0.36666666666666664,0.011570655,-0.010643229,0.022213884
0,0.0,0.3833333333333333,-0.014164064,-0.00839423,0.005769834
0,0.0,0.4,-0.026469562,-0.0060565732,0.020412989
0,0.0,0.4166666666666667,0.00778671,-0.003899321,0.011686031
0,0.0,0.43333333333333335,-0.022307992,-0.0021109246,0.020197067
0,0.0,0.45,-0.0034658946,-0.00078659505,0.0026792996
0,0.0,0.4666666666666667,0.004235439,1.40070915e-05,0.004221432
0,0.0,0.48333333333333334,-0.050018735,0.00031567365,0.05033441
0,0.0,0.5,-0.021378342,-6.4484775e-06,0.021371894
0,0.041666666666666664,0.0,-0.1273152,-0.21860494,0.091289744
0,0.041666666666666664,0.016666666666666666,-0.16982743,-0.21255037,0.04272294
0,0.041666666666666664,0.03333333333333333,-0.16919875,-0.21160595,0.0424072
0,0.041666666666666664,0.05,-0.1644845,-0.21470915,0.050224647
0,0.041666666666666664,0.06666666666666667,-0.1602671,-0.22080061,0.06053351
0,0.041666666666666664,0.08333333333333333,-0.17406575,-0.22862735,0.0545616
0,0.041666666666666664,0.1,-0.16114658,-0.23684633,0.07569975
0,0.041666666666666664,0.11666666666666667,-0.18438575,-0.24405058,0.05966483
0,0.041666666666666664,0.13333333333333333,-0.18880796,-0.24894461,0.060136646
0,0.041666666666666664,0.15,-0.19257964,-0.2506707,0.05809106
0,0.041666666666666664,0.16666666666666666,-0.22399291,-0.24880615,0.024813235
0,0.041666666666666664,0.18333333333333332,-0.23612691,-0.2435064,0.007379487
0,0.041666666666666664,0.2,-0.19804086,-0.23542115,0.037380293
0,0.041666666666666664,0.21666666666666667,-0.16495934,-0.22543292,0.060473576
0,0.041666666666666664,0.23333333333333334,-0.17475376,-0.21458368,0.039829925
0,0.041666666666666664,0.25,-0.13911593,-0.20365553,0.0645396
0,0.041666666666666664,0.26666666666666666,-0.15748867,-0.19314006,0.035651386
0,0.041666666666666664,0.2833333333333333,-0.13187835,-0.18308419,0.051205844
0,0.041666666666666664,0.3,-0.16757107,-0.17290401,0.005332947
0,0.041666666666666664,0.31666666666666665,-0.12320018,-0.16168615,0.038485974
0,0.041666666666666664,0.3333333333333333,-0.12895128,-0.14818345,0.019232169
0,0.041666666666666664,0.35,-0.078196675,-0.13134716,0.05315049
0,0.041666666666666664,0.36666666666666664,-0.091174096,-0.1107868,0.019612707
0,0.041666666666666664,0.3833333333333333,-0.053469457,-0.087392196,0.03392274
0,0.041666666666666664,0.4,-0.036914885,-0.063187644,0.026272759
0,0.041666666666666664,0.4166666666666667,-0.040498987,-0.040638883,0.00013989583
0,0.041666666666666664,0.43333333333333335,-0.031353883,-0.021931201,0.009422682
0,0.041666666666666664,0.45,-0.036217734,-0.008235566,0.027982168
0,0.041666666666666664,0.4666666666666667,-0.017330194,0.0001282692,0.017458463
