epoch,loss
1,1.0721349865198135
2,1.1275357156991959
3,0.9177169501781464
4,1.0642416328191757
5,0.9488598704338074
6,1.137386530637741
7,0.9222151637077332
8,0.9290120154619217
9,0.9362847059965134
10,0.9176230579614639
11,0.9966669827699661
12,0.9113229960203171
13,0.911531388759613
14,0.9434098452329636
15,0.9005604088306427
16,0.9382282346487045
17,1.030113235116005
18,0.9368566274642944
19,0.9890696853399277
20,0.9281028062105179
21,0.8968636691570282
22,0.9382205307483673
23,0.9177967756986618
24,0.9068461507558823
25,0.91803377866745
26,0.9042953252792358
27,0.9950300306081772
28,0.9070147573947906
29,0.9108091294765472
30,0.906627357006073
31,0.9192010909318924
32,0.9019593298435211
33,0.9582379013299942
34,0.9149459600448608
35,0.9011941850185394
36,1.1316265910863876
37,0.9310035854578018
38,0.9312766790390015
39,0.8970523625612259
40,1.402593731880188
41,0.9196057915687561
42,1.0470663905143738
43,0.9070813953876495
44,1.2695149332284927
45,0.929719090461731
46,1.3835396021604538
47,0.9196041077375412
48,1.0816981941461563
49,0.9212049394845963
50,1.214192122220993
51,0.9101220220327377
52,0.9394748657941818
53,0.8879802450537682
54,0.9733387529850006
55,1.2045569121837616
56,0.9673952907323837
57,1.3451803177595139
58,0.9143684357404709
59,0.9220762103796005
60,0.9434545487165451
61,0.9093500077724457
62,0.9009029865264893
63,1.3857727944850922
64,0.913540318608284
65,0.8862585425376892
66,0.931413859128952
67,0.9432036727666855
68,0.8961122334003448
69,0.9057191908359528
70,1.4125757813453674
71,0.8898549228906631
72,0.9171338528394699
73,1.110376924276352
74,0.9285885542631149
75,0.9335409998893738
76,0.9026743918657303
77,0.9413519948720932
78,1.0746339559555054
79,0.8972017914056778
80,0.9012815803289413
81,0.9255623072385788
82,0.8975695669651031
83,0.9037563502788544
84,1.402866080403328
85,0.9508883208036423
86,0.9241480380296707
87,1.4102597832679749
88,0.8912501782178879
89,0.9215947687625885
90,0.9345173984766006
91,0.9304942041635513
92,1.1390539407730103
93,0.9956005960702896
94,0.924403503537178
95,0.8873922973871231
96,1.182612344622612
97,0.9331237822771072
98,1.2484100759029388
99,0.9491990059614182
100,0.9339199662208557
101,0.8993732929229736
102,1.0647385269403458
103,0.9129841178655624
104,0.9159144163131714
105,0.9104571491479874
106,1.0713151842355728
107,1.1263513416051865
108,0.9439640492200851
109,0.9155975878238678
110,0.9136940091848373
111,1.148626297712326
112,0.9327470511198044
113,1.0611258149147034
114,0.9086979627609253
115,0.9254998117685318
116,1.0752853453159332
117,0.9206835627555847
118,1.0695914924144745
119,1.0912155359983444
120,0.9230324774980545
121,0.9260250926017761
122,0.908002182841301
123,0.9315276890993118
124,0.8920867145061493
125,0.9075666815042496
126,0.9049080163240433
127,1.0106026977300644
128,0.9026914834976196
129,1.0944712907075882
130,0.891333281993866
131,0.9017510414123535
132,0.9128237515687943
133,0.9170309156179428
134,1.6394339054822922
135,1.1012615114450455
136,0.9262248873710632
137,1.1263452172279358
138,1.1695947349071503
139,0.9159768372774124
