epoch,mse
2.850000000000000000e+04,1.273816972970962524e-01
2.900000000000000000e+04,1.162784323096275330e-01
2.950000000000000000e+04,1.219164207577705383e-01
3.000000000000000000e+04,1.096867397427558899e-01
3.050000000000000000e+04,1.114666461944580078e-01
3.100000000000000000e+04,1.083745062351226807e-01
3.150000000000000000e+04,1.096741184592247009e-01
3.200000000000000000e+04,1.063206344842910767e-01
3.250000000000000000e+04,1.106292679905891418e-01
3.300000000000000000e+04,1.118848547339439392e-01
3.350000000000000000e+04,1.041317284107208252e-01
3.400000000000000000e+04,1.060947775840759277e-01
3.450000000000000000e+04,1.016647890210151672e-01
3.500000000000000000e+04,1.089603453874588013e-01
3.550000000000000000e+04,1.020776331424713135e-01
3.600000000000000000e+04,1.006124168634414673e-01
3.650000000000000000e+04,1.016947776079177856e-01
3.700000000000000000e+04,1.010457351803779602e-01
3.750000000000000000e+04,9.809863567352294922e-02
3.800000000000000000e+04,9.812019765377044678e-02
3.850000000000000000e+04,1.014287620782852173e-01
3.900000000000000000e+04,9.699210524559020996e-02
3.950000000000000000e+04,9.678604453802108765e-02
4.000000000000000000e+04,9.718114137649536133e-02
4.050000000000000000e+04,9.644979238510131836e-02
4.100000000000000000e+04,9.638126194477081299e-02
4.150000000000000000e+04,9.767632186412811279e-02
4.200000000000000000e+04,9.677229821681976318e-02
4.250000000000000000e+04,9.641175717115402222e-02
4.300000000000000000e+04,9.608483314514160156e-02
4.350000000000000000e+04,9.614966064691543579e-02
4.400000000000000000e+04,9.625323116779327393e-02
4.450000000000000000e+04,9.681362658739089966e-02
4.500000000000000000e+04,9.652101993560791016e-02
4.550000000000000000e+04,9.653576463460922241e-02
4.600000000000000000e+04,9.706411510705947876e-02
4.650000000000000000e+04,9.562809020280838013e-02
4.700000000000000000e+04,9.613619744777679443e-02
4.750000000000000000e+04,9.656101465225219727e-02
4.800000000000000000e+04,9.630681574344635010e-02
4.850000000000000000e+04,9.655953943729400635e-02
4.900000000000000000e+04,9.599147737026214600e-02
4.950000000000000000e+04,9.625335037708282471e-02
5.000000000000000000e+04,9.626027196645736694e-02
5.050000000000000000e+04,9.676190465688705444e-02
5.100000000000000000e+04,9.632413089275360107e-02
5.150000000000000000e+04,9.591597318649291992e-02
5.200000000000000000e+04,9.643624722957611084e-02
5.250000000000000000e+04,9.592591226100921631e-02
5.300000000000000000e+04,9.604635089635848999e-02
5.350000000000000000e+04,9.746541827917098999e-02
5.400000000000000000e+04,9.571079164743423462e-02
5.450000000000000000e+04,9.639329463243484497e-02
5.500000000000000000e+04,9.710481762886047363e-02
5.550000000000000000e+04,9.610983729362487793e-02
5.600000000000000000e+04,9.690990298986434937e-02
5.650000000000000000e+04,9.603732824325561523e-02
5.700000000000000000e+04,9.620685875415802002e-02
5.750000000000000000e+04,9.640685468912124634e-02
5.800000000000000000e+04,9.590309113264083862e-02
5.850000000000000000e+04,9.614206850528717041e-02
5.900000000000000000e+04,9.783236682415008545e-02
5.950000000000000000e+04,1.004986390471458435e-01
6.000000000000000000e+04,9.818250685930252075e-02
