epoch,loss
1,1.415909931063652
2,1.2090511918067932
3,1.4643624424934387
4,1.1792192906141281
5,1.1734974086284637
6,1.1321013271808624
7,1.098929077386856
8,1.2841711938381195
9,1.3303422927856445
10,1.2265998423099518
11,1.06827612221241
12,1.1338848024606705
13,1.0072512477636337
14,1.0626033395528793
15,0.9966219291090965
16,1.0304595530033112
17,0.9906144440174103
18,1.002268522977829
19,1.83742356300354
20,1.1432818174362183
21,1.0036589354276657
22,0.9124387949705124
23,1.244002878665924
24,0.9561506807804108
25,1.074160397052765
26,0.9609517306089401
27,1.074735477566719
28,1.199371188879013
29,1.175467237830162
30,0.9162672013044357
31,0.8185288459062576
32,0.8310920372605324
33,0.8994271904230118
34,0.9538720995187759
35,0.9602258652448654
36,0.7954655773937702
37,0.8974258899688721
38,0.8237376809120178
39,1.2296760976314545
40,1.172406941652298
41,0.8302312791347504
42,0.7324979640543461
43,1.1233526021242142
44,0.8344331830739975
45,0.715300902724266
46,0.8962710350751877
47,0.6960753127932549
48,0.6576975025236607
49,0.9758528470993042
50,0.6889393627643585
51,0.7322397977113724
52,0.5847574546933174
53,0.9967883005738258
54,0.5838841125369072
55,0.65033058822155
56,0.533805638551712
57,0.5618617236614227
58,0.5577162653207779
59,0.563806876540184
60,0.5537963509559631
61,0.512743353843689
62,0.510029137134552
63,0.8144253492355347
64,0.4932035580277443
65,0.523460142314434
66,0.47893133014440536
67,0.4485764726996422
68,0.47294411808252335
69,0.4397645443677902
70,0.5336456820368767
71,0.4728315472602844
72,0.4087157677859068
73,0.4083355516195297
74,0.4929746314883232
75,0.4224202297627926
76,0.4732822775840759
77,0.6641070917248726
78,0.42289385944604874
79,0.40365999937057495
80,0.4241400510072708
81,0.3938126787543297
82,0.41344502568244934
83,0.4226974546909332
84,0.43823326379060745
85,0.6526157259941101
86,0.37693435698747635
87,0.4371137171983719
88,0.4125336557626724
89,0.3968079164624214
90,0.5243771597743034
91,0.6140366867184639
92,0.38232025131583214
93,0.4603161960840225
94,0.4072030857205391
95,0.47497864812612534
96,0.39125026017427444
97,0.5699510797858238
98,0.378359392285347
99,0.3631643056869507
100,0.3815687447786331
101,0.5122162029147148
102,0.7074006870388985
103,0.39790479093790054
104,0.3439083620905876
105,0.3619864732027054
106,0.38628773763775826
107,0.5996140018105507
108,0.3845568299293518
109,0.34902679547667503
110,0.3351832814514637
111,0.3733101338148117
112,0.3389410376548767
113,0.34452569857239723
114,0.3520543947815895
115,0.3666500933468342
116,0.551069512963295
117,0.3317222632467747
118,0.3506200462579727
119,0.32689375802874565
120,0.32601308450102806
121,0.36026032269001007
122,0.35638251155614853
123,0.37992891669273376
124,0.5235279574990273
125,0.33567654713988304
126,0.3390076197683811
127,0.4351745992898941
128,0.33787062764167786
129,0.3365422487258911
130,0.3831842839717865
131,0.3826175443828106
132,0.45523586869239807
133,0.36599070578813553
134,0.33142387866973877
135,0.32131751626729965
136,0.3276503458619118
137,0.32607149705290794
138,0.2990116700530052
139,0.4227970317006111
140,0.3012896664440632
141,0.3029147610068321
142,0.36329925805330276
