epoch,loss
1,1.0249378681182861
2,1.0085412561893463
3,1.2128270417451859
4,1.0380994230508804
5,0.9806525260210037
6,1.130793109536171
7,0.9852755665779114
8,1.0343384146690369
9,0.9413911402225494
10,0.9977349638938904
11,1.0930676311254501
12,1.1862688213586807
13,0.9662424176931381
14,1.2292234301567078
15,1.1618081629276276
16,0.9948136806488037
17,1.0324314832687378
18,0.9928310513496399
19,0.9725064039230347
20,1.1395508795976639
21,0.9488385170698166
22,0.9900377094745636
23,0.9654169827699661
24,0.9704120606184006
25,0.9372085481882095
26,0.9953460544347763
27,0.9300303310155869
28,1.0592060685157776
29,0.9696526825428009
30,0.9392031282186508
31,0.9241890162229538
32,0.9663591682910919
33,0.9745357632637024
34,0.9597070664167404
35,1.1495473086833954
36,1.160805493593216
37,0.9124787598848343
38,0.9255138039588928
39,0.928834855556488
40,1.1962185055017471
41,1.001851424574852
42,1.1861425638198853
43,1.0051588863134384
44,0.910287156701088
45,0.9872229695320129
46,0.9889383614063263
47,0.9004971235990524
48,1.0602599531412125
49,1.0495538413524628
50,1.1144412904977798
51,0.9780427366495132
52,0.9537394791841507
53,1.2479291707277298
54,0.956508994102478
55,1.045364424586296
56,0.9682641327381134
57,0.9938914030790329
58,0.9313068091869354
59,0.9803504794836044
60,0.9389967173337936
61,1.0367566496133804
62,0.9519221633672714
63,0.9730643033981323
64,1.1255671083927155
65,0.9352798908948898
66,0.9712511003017426
67,0.9742624759674072
68,1.0570671409368515
69,1.1854982674121857
70,1.0783591866493225
71,0.9674198627471924
72,0.9082696288824081
73,1.0425584465265274
74,1.159940481185913
75,0.9782805293798447
76,1.1535402089357376
77,0.9423092156648636
78,0.905850425362587
79,0.9667701572179794
80,0.9775439947843552
81,1.0125951170921326
82,1.11084745824337
83,0.9356465935707092
84,0.9440618306398392
85,1.0053415298461914
86,0.9831724464893341
87,0.9864440560340881
88,1.1472765505313873
89,0.9588355123996735
90,0.9326657503843307
91,0.9290717244148254
92,0.9451004862785339
93,0.9800862818956375
94,0.9514245092868805
95,0.9991076588630676
96,1.015509158372879
97,0.8967032730579376
98,0.954202190041542
99,1.1162427514791489
100,0.9560205042362213
101,1.1803423464298248
102,0.9035881608724594
103,0.9641584903001785
104,1.086344063282013
105,0.9172736257314682
106,0.9108012914657593
107,0.9974774420261383
108,1.0015349388122559
109,0.8813089579343796
110,1.0791318714618683
111,0.9104063212871552
112,0.9280511140823364
113,0.9560514390468597
114,0.9135204255580902
115,0.9693618714809418
116,0.937036007642746
